;Test;Delta Oz;Theta Oz;Alpha Oz;Beta Oz;Delta O1;Theta O1;Alpha O1;Beta O1;Delta PO7;Theta PO7;Alpha PO7;Beta PO7;Delta O2;Theta O2;Alpha O2;Beta O2;Delta PO8;Theta PO8;Alpha PO8;Beta PO8;Delta PO3;Theta PO3;Alpha PO3;Beta PO3;Delta PO4;Theta PO4;Alpha PO4;Beta PO4;alpha_1;beta_1;delta_1;theta_1
2S4;Form;0.031878203;0.035312993;0.021865257;0.033197302;0.036205806;0.043855495;0.024572712;0.037426433;0.040156157;0.047949457;0.026410575;0.046631134;0.019434035;0.024415776;0.017290409;0.031007636;0.012853467;0.019452001;0.013192729;0.029894475;0.03229035;0.041039266;0.023016687;0.032366373;0.023238975;0.027476895;0.019356968;0.027379978;-5.2552;2.03954;2.41354;5.51744
2S5;Form;0.03483851;0.009125687;0.009177003;0.019799629;0.038658327;0.008671232;0.010323271;0.022387254;0.007792686;0.008742512;0.010101691;0.017322474;0.03831331;0.009468351;0.010318583;0.023443146;0.042558205;0.009556579;0.013133788;0.024285832;0.015060117;0.009833327;0.009256849;0.016839955;0.037263399;0.009181074;0.009355685;0.019718477;-7.71783;-4.31435;4.03528;-10.5668
2S6;Form;0.013107557;0.016609099;0.042898715;0.051182496;0.013671868;0.017106156;0.045002183;0.052688937;0.012291071;0.014572371;0.042068602;0.050495841;0.014230534;0.01787746;0.038950367;0.045115625;0.010922733;0.016989207;0.04101306;0.038681002;0.014335926;0.015786313;0.057657869;0.052927365;0.013504453;0.016497834;0.054799265;0.049140701;0.421359;9.20937;-4.62663;-5.87218
2S7;Form;0.013933421;0.016166358;0.032829722;0.065793273;0.013935247;0.016724499;0.020873521;0.052899403;0.014352812;0.015891662;0.020896459;0.054162976;0.014266976;0.016324024;0.045846387;0.085715821;0.01386273;0.012483072;0.016822541;0.046656791;0.019656125;0.016584494;0.022970712;0.043953804;0.020304372;0.015133224;0.024945336;0.043037021;-3.73514;12.5927;-3.35623;-6.42682
2S8;Form;0.020870153;0.02675025;0.02891565;0.031917752;0.021742585;0.028804175;0.030869935;0.03415083;0.025359573;0.028498978;0.032763247;0.040191712;0.01860272;0.024737651;0.027848467;0.029856398;0.017845068;0.025272298;0.029221189;0.033809287;0.026654674;0.036218695;0.038840835;0.03521344;0.023026718;0.033786338;0.038586464;0.03136547;-2.70044;2.00074;-0.394395;2.26409
2S9;Form;0.032252367;0.02761848;0.017513349;0.031156758;0.025059639;0.022704363;0.016719639;0.035860721;0.026663469;0.021734979;0.016907654;0.039529503;0.019259723;0.015884368;0.013049726;0.028374479;0.019580186;0.016998162;0.013049674;0.028171002;0.03758589;0.037004308;0.027844436;0.046379051;0.042400743;0.045464697;0.029842534;0.037803528;-5.74698;2.79869;3.05368;0.817666
2S10;Form;0.011926339;0.011303619;0.045106712;0.016700167;0.01239104;0.013843629;0.057296735;0.016623809;0.012495042;0.01645322;0.060672034;0.016576614;0.013650798;0.011372951;0.045680232;0.017865478;0.017016074;0.012326589;0.050130318;0.016575416;0.021514083;0.019874362;0.09411532;0.019594238;0.026323194;0.017521436;0.109762723;0.019681155;4.53785;-5.67982;-2.97394;-7.07954
2S11;Form;0.018689898;0.021020389;0.011203871;0.021787115;0.021034945;0.022136275;0.012839726;0.025615159;0.024492167;0.02537583;0.014704619;0.028601982;0.018439258;0.023076769;0.012040035;0.022395759;0.025993715;0.029014169;0.017567017;0.034429615;0.034227385;0.031519481;0.016219107;0.028379388;0.049955794;0.043015756;0.022444897;0.030862762;-6.66056;-1.01914;2.41254;1.43486
2S12;Form;0.010427765;0.014079116;0.033060802;0.037371359;0.009428784;0.016049073;0.039165829;0.034074696;0.013600824;0.018828158;0.042248462;0.029883941;0.011116195;0.014847934;0.03596741;0.043615783;0.010761872;0.014082876;0.033930167;0.028886827;0.018159939;0.022213919;0.076461507;0.029711918;0.018523469;0.020609463;0.06268183;0.029091246;0.223269;1.77075;-4.62756;-5.41234
2S13;Form;0.030016158;0.028966193;0.026740943;0.02887947;0.033399394;0.032277761;0.033136414;0.035127127;0.03209961;0.029920605;0.031030171;0.037002981;0.029487191;0.027151105;0.029022773;0.034924873;0.029671292;0.028583608;0.034590363;0.05121634;0.035464736;0.030843381;0.029229239;0.029570805;0.034143957;0.027568594;0.029004825;0.033688395;-3.09538;2.9081;4.46564;2.36807
