;Test;Delta Oz;Theta Oz;Alpha Oz;Beta Oz;Delta O1;Theta O1;Alpha O1;Beta O1;Delta PO7;Theta PO7;Alpha PO7;Beta PO7;Delta O2;Theta O2;Alpha O2;Beta O2;Delta PO8;Theta PO8;Alpha PO8;Beta PO8;Delta PO3;Theta PO3;Alpha PO3;Beta PO3;Delta PO4;Theta PO4;Alpha PO4;Beta PO4;alpha_1;beta_1;delta_1;theta_1
2S10;Resting;0.004902422;0.007917356;0.080046051;0.009615468;0.005731072;0.008561305;0.10293231;0.011169336;0.006007837;0.009530227;0.102223751;0.010858974;0.00367738;0.006828847;0.083579386;0.009818523;0.003600011;0.006799002;0.076763783;0.010439514;0.007574516;0.010393977;0.13424268;0.013761574;0.006489689;0.009410123;0.141589089;0.013574915;12.533;-9.15634;-9.03165;-11.144
2S11;Resting;0.027863328;0.023799624;0.018234168;0.02719102;0.029413424;0.026186167;0.020056509;0.029953058;0.033792586;0.02539606;0.020601857;0.02757741;0.024320271;0.020946629;0.017764449;0.02618924;0.025794634;0.022501235;0.022052779;0.039232193;0.040412907;0.031023166;0.02878211;0.032054064;0.033382612;0.02799204;0.027171958;0.042559657;-5.55426;1.90866;5.09425;-0.701848
2S12;Resting;0.004418553;0.014872831;0.06030568;0.007368621;0.004786827;0.015904645;0.081373179;0.00758108;0.006187199;0.018393406;0.090401207;0.007539211;0.004052579;0.016685088;0.0702938;0.00729415;0.005307016;0.01944685;0.087790311;0.006115684;0.006530442;0.02560065;0.139697875;0.009771178;0.00632842;0.029932366;0.12357158;0.010059807;10.0599;-10.9275;-9.06;-3.87654
2S13;Resting;0.005427338;0.017296859;0.071034367;0.015301688;0.006431154;0.01855525;0.096549833;0.017792074;0.005530665;0.014935766;0.07456258;0.015090474;0.006264123;0.018720381;0.085203576;0.018073917;0.007668744;0.019049455;0.147403277;0.025937317;0.006436579;0.017616479;0.087391227;0.017272536;0.006753651;0.018708606;0.100162077;0.020138436;10.7568;-5.35827;-8.49982;-5.3741
2S2;Square;0.02113475;0.037779362;0.028520562;0.047102011;0.019834158;0.037716514;0.028878278;0.050228425;0.022945257;0.040154843;0.030185976;0.054703479;0.015586681;0.0345668;0.024295171;0.042844802;0.020632742;0.032022521;0.022923684;0.0397819;0.022218624;0.033896736;0.028299353;0.049645737;0.016111012;0.030132333;0.024443595;0.03983822;-4.33536;9.26222;-1.05552;5.22962
2S3;Square;0.024421006;0.036085771;0.017298529;0.039476445;0.023355826;0.036287263;0.019528253;0.041779033;0.023856329;0.035748769;0.02275433;0.042653557;0.019064971;0.030069967;0.014745057;0.034235087;0.014951355;0.023873642;0.014164835;0.031512445;0.02910793;0.04381506;0.027173231;0.05315156;0.021491512;0.032520909;0.02493843;0.045794252;-5.99506;6.7143;0.391699;4.59085
2S4;Square;0.032837532;0.040716339;0.02881508;0.016840215;0.043103453;0.044632523;0.02914685;0.019216563;0.044771019;0.049046437;0.033584663;0.021226847;0.024577572;0.02467991;0.022122775;0.012553587;0.016648617;0.016774986;0.018802001;0.010310151;0.042632893;0.052171985;0.031853662;0.019805047;0.032411561;0.034898291;0.031379413;0.014978107;-4.12704;-6.49901;6.84038;6.73719
2S5;Square;0.026983644;0.027318172;0.024655473;0.038773476;0.025251457;0.029913569;0.028207073;0.041945694;0.030474432;0.032170369;0.029351755;0.042214422;0.018851769;0.025250707;0.026647436;0.039951999;0.021858007;0.022395602;0.022474086;0.04040428;0.026871446;0.033475046;0.02673417;0.036473926;0.020989357;0.023830097;0.023641147;0.033749626;-4.53877;5.45331;1.56602;0.664311
2S6;Square;0.019458315;0.029914041;0.032051227;0.044100737;0.019044585;0.028929835;0.033104053;0.042830265;0.018625847;0.023281046;0.034666167;0.040913382;0.024089203;0.032199649;0.031492607;0.044745967;0.017540104;0.023942985;0.027984943;0.034927878;0.021928434;0.027428863;0.039221547;0.041481793;0.021745378;0.02744301;0.031424197;0.039541517;-2.99018;6.68773;-0.639829;0.650353
2S7;Square;0.024991896;0.020712172;0.019812839;0.034707948;0.028791333;0.024782517;0.024786211;0.047755975;0.030134352;0.029013815;0.02857839;0.058985072;0.019307329;0.018291071;0.018122227;0.036935894;0.017744228;0.014052552;0.011277506;0.024035118;0.034197651;0.026391999;0.021036829;0.038826666;0.025067249;0.02087481;0.017147394;0.026492346;-5.86737;4.83487;2.2992;-2.8329
2S8;Square;0.018959701;0.027977431;0.034300082;0.036470134;0.020095911;0.028839712;0.035744186;0.038164334;0.022477366;0.029904467;0.037840995;0.040633008;0.018382697;0.024428128;0.032300658;0.035692124;0.016140636;0.024018793;0.02978907;0.035019649;0.021262923;0.03419637;0.034284123;0.036316191;0.020048482;0.031299566;0.030328529;0.031321058;-2.79404;3.95164;-1.07844;1.30976
2S9;Square;0.019245791;0.020808593;0.014693487;0.047845517;0.021062579;0.020982986;0.017063042;0.054549434;0.022998046;0.022134514;0.017826676;0.0582165;0.018021911;0.024315206;0.01700631;0.046329447;0.013057906;0.016359305;0.013254022;0.037022527;0.029318226;0.027466294;0.02117677;0.057878625;0.023529856;0.026652092;0.020508289;0.048583791;-6.56788;11.2887;-0.300064;-2.34827
2S10;Square;0.019854665;0.019548966;0.035594879;0.016011107;0.023247931;0.021197852;0.045035906;0.020327546;0.022969527;0.027423463;0.057261869;0.021812617;0.018212677;0.019471899;0.040165376;0.015134333;0.016951914;0.02315467;0.061090316;0.016239711;0.027477363;0.032497932;0.071722851;0.022394462;0.02420635;0.029222634;0.068793899;0.019517737;1.44444;-5.24972;0.163692;-1.17594
2S11;Square;0.022544884;0.023650896;0.013978411;0.022420741;0.023374225;0.027136671;0.014242645;0.024425149;0.022754873;0.029093184;0.014831347;0.023607051;0.020194701;0.022966901;0.014135324;0.024841363;0.027785705;0.023816771;0.019398659;0.032370039;0.033168154;0.034899341;0.017808496;0.025555056;0.033206224;0.027833502;0.016899101;0.022383504;-6.91134;-1.92357;2.58619;0.277958
2S12;Square;0.012363048;0.020656251;0.046764431;0.028214251;0.013362209;0.02096322;0.059896998;0.02927459;0.013354488;0.019675548;0.063444992;0.025007043;0.012027;0.019272038;0.045331882;0.029198353;0.009225534;0.01701964;0.032533037;0.024085594;0.019869413;0.026530996;0.070526439;0.023701348;0.018807023;0.024568389;0.056695594;0.023902492;1.65295;-1.28023;-4.12825;-3.24712
2S13;Square;0.028617269;0.034326521;0.031719642;0.024783197;0.030948869;0.039180012;0.038098178;0.032139156;0.027970686;0.039558742;0.03910843;0.03127904;0.023532837;0.030441967;0.03381352;0.027116945;0.02110229;0.028756044;0.03580929;0.036933246;0.029978616;0.039856086;0.036188496;0.027253143;0.025993207;0.034472492;0.031277751;0.02376793;-2.47426;0.107718;2.96709;5.31546
